User,3. author email,Authors,document ID,document PY,document title,3. abstract,framing_unit ['Interaction social comparison and reward'],5. framing_unit -888,framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,5. intervention subtype name consumption,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,exclusion reason,Notes: Coefficient,Notes: Difference of means,Notes: Doc level,Notes: General variables,Notes: Sample size,Notes: Significance,Notes: Study scope,Notes: Uncertainty,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,number_of_observations,p_value,page,pooled_sd,significance_bound,significance_test,statistical_technique,study_design,test_statistic,effect test_tails,total_sample_size,treated_mean,treated_sd,treatment_sample_size,underlying_source,InterventionID,Rebound,multicoded,duplicates,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All,ElectricityUse,ElectricityPrice,EnvironmentAttitudes,HouseholdType,ResidenceType,Season,Weather,Region,StatsMethod,StudyDesign,Control,BaselineConsumption,InterventionDuration,Randomisation,OptedIn,After2000,StudyYear,Followup,Structural
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,8,1,28,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,['One-time'],20,1387,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,0.211,0.114,standard error,NA,185,NA,actual control,0,0,0,0,0,0,0,1,Daily natural gas consumption in cubic metres,NA,-1,"London, Greater London, United Kingdom",City,117033,0.1,41,NA,2,t-test,Time & Household Fixed effects regression,Difference in Difference,1.851,2,561,NA,NA,191,-999,418,0,single,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,London, Greater London,United Kingdom,0.077911728,NA,NA,NA,0.078069952,NA,0.001792115,5.552631579,1,0,0,0,0,0,0,1,United Kingdom,PanelEffects,DID,1,1387,28,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,12,1,72,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['One-time'],60,1387,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,0.195,0.114,standard error,NA,185,NA,actual control,0,0,0,0,0,0,0,1,Daily natural gas consumption in cubic metres,NA,-1,"London, Greater London, United Kingdom",City,294562,0.1,41,NA,1,t-test,Time & Household Fixed effects regression,Difference in Difference,1.711,2,561,NA,NA,185,-999,419,0,single,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,London, Greater London,United Kingdom,0.072050727,NA,NA,NA,0.072175796,NA,0.001792115,5.131578947,1,0,0,0,0,0,0,1,United Kingdom,PanelEffects,DID,1,1387,72,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,12,1,72,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,['One-time'],60,1387,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,0.161,0.109,standard error,NA,185,NA,actual control,0,0,0,0,0,0,0,1,Daily natural gas consumption in cubic metres,NA,-1,"London, Greater London, United Kingdom",City,294562,NA,41,NA,2,t-test,Time & Household Fixed effects regression,Difference in Difference,1.478,2,561,NA,NA,185,-999,420,0,single,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,London, Greater London,United Kingdom,0.06228007,NA,NA,NA,0.062360782,NA,0.001792115,4.236842105,1,0,0,0,0,0,0,1,United Kingdom,PanelEffects,DID,1,1387,72,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,16,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,['One-time'],4,2291,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,6.204,12.965,standard error,NA,368,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,1,United Kingdom,Country,2156,NA,44,NA,2,t-test,Time & Household Fixed effects regression,Difference in Difference,-0.479,2,539,NA,NA,84,-999,421,0,single,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,-0.020627601,NA,NA,NA,-0.020630527,NA,0.001865672,-3.249301676,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2291,16,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,20,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,['One-time'],8,2291,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,0.836,10.09,standard error,NA,368,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,-1,United Kingdom,Country,2695,NA,44,NA,2,t-test,Time & Household Fixed effects regression,Difference in Difference,0.083,2,539,NA,NA,84,-999,422,0,single,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,0.00357504,NA,NA,NA,0.003575055,NA,0.001865672,0.437849162,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2291,20,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,28,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,['One-time'],16,2291,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,1.128,8.829,standard error,NA,368,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,-1,United Kingdom,Country,3773,NA,44,NA,2,t-test,Time & Household Fixed effects regression,Difference in Difference,0.128,2,539,NA,NA,84,-999,423,0,single,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,0.005513267,NA,NA,NA,0.005513322,NA,0.001865672,0.590782123,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2291,28,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,16,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['One-time'],4,2444,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,30.566,14.596,standard error,NA,244,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,-1,United Kingdom,Country,1276,0.05,45,NA,1,t-test,Time & Household Fixed effects regression,Difference in Difference,2.094,2,319,NA,NA,75,-999,424,0,single,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,0.116443929,NA,NA,NA,0.116974548,NA,0.003164557,15.00785597,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2444,16,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,20,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['One-time'],8,2444,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,38.462,9.63,standard error,NA,244,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,-1,United Kingdom,Country,1595,0.01,45,NA,1,t-test,Time & Household Fixed effects regression,Difference in Difference,3.994,2,319,NA,NA,75,-999,425,0,single,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,0.218231154,NA,NA,NA,0.221798054,NA,0.003164557,18.88477905,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2444,20,Yes,Yes,After,2013,0,
java,NA,"Dolan, P",3284618,2013,"Neighbors, Knowledge, and Nuggets: Two Natural Field
Experiments on the Role of Incentives on Energy Conservation (Economics Working
Paper No. 2589269).","There is increasing research on the impact of social norms on economic behavior. The research to date has a number of limitations: 1) it has not de-coupled the impact of the norm and the knowledge required to understand how to change behavior based upon it; and 2) it has not understood the impact of social norms under different incentive structures. We address these limitations using two natural field experiments. We find, firstly, that norms change energy consumption irrespective of whether information is provided or not. We find that social norms reduce consumption by around 6% (0.2 standard deviations). Secondly, we find that large financial rewards for targeted consumption reductions work very well in reducing consumption, with a 8% reduction (0.35 standard deviations) in energy consumption. The effect persists even when the financial incentive has been removed, suggesting no crowding out of financial incentives. Perhaps most interestingly, we find that the large effect of financial incentives completely disappears when information on social norms is included.

",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,12,1,28,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['One-time'],16,2444,1,household level,NA,NA,NA,Batch java,NA,NA,NA,NA,NA,37.453,9.234,standard error,NA,244,NA,actual control,0,0,0,0,1,0,0,0,mean monthly electricity consumption,NA,-1,United Kingdom,Country,2233,0.01,45,NA,1,t-test,Time & Household Fixed effects regression,Difference in Difference,4.056,2,319,NA,NA,75,-999,426,0,single,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,United Kingdom,0.22145389,NA,NA,NA,0.225184461,NA,0.003164557,18.3893617,1,0,0,0,0,0,0,0,United Kingdom,PanelEffects,DID,1,2444,28,Yes,Yes,After,2013,0,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Strapp, C",3284621,2007,Ontario Energy Board Smart Price Pilot Final Report. Prepared by IBM Global Business Services and eMeter Strategic Consulting for the Ontario Energy Board,"In June 2006, the Ontario Energy Board (the Board) initiated the Ontario Energy
Board Smart Price Pilot (OSPP) project to test the reactions and impacts on
consumer behaviour of different time-sensitive price structures. By August 1, 2006,
375 of Hydro Ottawa’s electricity customers had been placed into one of three pricing
groups and were receiving monthly Electricity Usage Statements in addition to their
bi-monthly electricity bills.
The OSPP was operated until February 28, 2007 with the intent to assess:
■ The extent to which various time-sensitive pricing structures cause a shift of
electricity consumption to off-peak periods as measured by the reduction in peak
demand
■ The extent to which each price structure causes a change in total monthly
consumption.
■ The understandability of and acceptability by residential consumers of each
pricing structure and the communications associated with each.
Results of the OSPP were measured through the quantitative analysis of demand
response, total energy conservation, and participant survey responses. Qualitative
feedback was garnered from focus groups and tracking of participant support calls.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,28,0,56,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,['monthly'],28,8971,1,household level,NA,NA,NA,Batch 3,NA,NA,NA,NA,NA,0.0598,0.0382,pooled standard errors,NA,125,NA,actual control,0,0,0,0,1,0,0,0,log of electricity consumption,NA,-1,"Ottawa, Ontario, Canada",City,2984,0.1,141,NA,2,t-test,Time & Household Fixed effects regression,Control-treatment,1.5654,2,498,NA,NA,124,-999,395,0,single,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Ottawa, Ontario,Canada,0.069975301,NA,NA,NA,0.07008985,NA,0.002020202,5.98,1,0,0,0,0,0,0,0,Others,PanelEffects,Control-treatment,1,8971,56,Yes,Yes,After,2007,0,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Strapp, C",3284621,2007,Ontario Energy Board Smart Price Pilot Final Report. Prepared by IBM Global Business Services and eMeter Strategic Consulting for the Ontario Energy Board,"In June 2006, the Ontario Energy Board (the Board) initiated the Ontario Energy
Board Smart Price Pilot (OSPP) project to test the reactions and impacts on
consumer behaviour of different time-sensitive price structures. By August 1, 2006,
375 of Hydro Ottawa’s electricity customers had been placed into one of three pricing
groups and were receiving monthly Electricity Usage Statements in addition to their
bi-monthly electricity bills.
The OSPP was operated until February 28, 2007 with the intent to assess:
■ The extent to which various time-sensitive pricing structures cause a shift of
electricity consumption to off-peak periods as measured by the reduction in peak
demand
■ The extent to which each price structure causes a change in total monthly
consumption.
■ The understandability of and acceptability by residential consumers of each
pricing structure and the communications associated with each.
Results of the OSPP were measured through the quantitative analysis of demand
response, total energy conservation, and participant survey responses. Qualitative
feedback was garnered from focus groups and tracking of participant support calls.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,28,0,56,NA,['Mail'],0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['monthly'],28,8971,1,household level,NA,NA,NA,Batch 3,NA,NA,NA,NA,NA,0.0472,0.0386,pooled standard errors,NA,125,NA,actual control,0,0,0,0,1,0,0,0,log of electricity consumption,NA,-1,"Ottawa, Ontario, Canada",City,2984,0.1,141,NA,2,t-test,Time & Household Fixed effects regression,Control-treatment,1.2228,2,498,NA,NA,125,-999,396,0,single,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Ottawa, Ontario,Canada,0.054712902,NA,NA,NA,0.054767595,NA,0.002020202,4.72,1,0,0,0,0,0,0,0,Others,PanelEffects,Control-treatment,1,8971,56,Yes,Yes,After,2007,0,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"Strapp, C",3284621,2007,Ontario Energy Board Smart Price Pilot Final Report. Prepared by IBM Global Business Services and eMeter Strategic Consulting for the Ontario Energy Board,"In June 2006, the Ontario Energy Board (the Board) initiated the Ontario Energy
Board Smart Price Pilot (OSPP) project to test the reactions and impacts on
consumer behaviour of different time-sensitive price structures. By August 1, 2006,
375 of Hydro Ottawa’s electricity customers had been placed into one of three pricing
groups and were receiving monthly Electricity Usage Statements in addition to their
bi-monthly electricity bills.
The OSPP was operated until February 28, 2007 with the intent to assess:
■ The extent to which various time-sensitive pricing structures cause a shift of
electricity consumption to off-peak periods as measured by the reduction in peak
demand
■ The extent to which each price structure causes a change in total monthly
consumption.
■ The understandability of and acceptability by residential consumers of each
pricing structure and the communications associated with each.
Results of the OSPP were measured through the quantitative analysis of demand
response, total energy conservation, and participant survey responses. Qualitative
feedback was garnered from focus groups and tracking of participant support calls.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,28,0,56,NA,['Mail'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,['monthly'],28,8971,1,household level,NA,NA,NA,Batch 3,NA,NA,NA,NA,NA,0.0742,0.0388,pooled standard errors,NA,125,NA,actual control,0,0,0,0,1,0,0,0,log of electricity consumption,NA,-1,"Ottawa, Ontario, Canada",City,2984,0.05,141,NA,1,t-test,Time & Household Fixed effects regression,Control-treatment,1.9124,2,498,NA,NA,124,-999,397,0,single,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Ottawa, Ontario,Canada,0.085383741,NA,NA,NA,0.085592147,NA,0.002020202,7.42,1,0,0,0,0,0,0,0,Others,PanelEffects,Control-treatment,1,8971,56,Yes,Yes,After,2007,0,
delm,NA,"Hammerstrom, D",3284623,2007,"Pacific Northwest Grid Wise Test bed Demonstration Projects, Part1. Olympic Peninsula Project. Pacific Northwest National Laboratory Report Number PNNL- 17167, prepared for US Department of Energy under contract DE-AC05-76L01830.","This report describes the implementation and results of a field demonstration wherein residential
electric water heaters and thermostats, commercial building space conditioning, municipal water pump
loads, and several distributed generators were coordinated to manage constrained feeder electrical
distribution through the two-way communication of load status and electric price signals. The field
demonstration took place in Washington and Oregon and was paid for by the U.S. Department of Energy
and several northwest utilities. Price is found to be an effective control signal for managing transmission
or distribution congestion. Real-time signals at 5-minute intervals are shown to shift controlled load in
time. The behaviors of customers and their responses under fixed, time-of-use, and real-time price
contracts are compared. Peak loads are effectively reduced on the experimental feeder. A novel
application of portfolio theory is applied to the selection of an optimal mix of customer contract types.",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,NA,0,52,NA,['Web portal'],0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,['On demand'],52,NA,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,47,22,24,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),8,-1,"Washington and Oregon states, USA",Municipal,NA,NA,89,26.83,1,t-test,Difference of means,Pre-test/post-test,NA,1,112,39,29,26,-999,399,0,single,,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,Washington and Oregon states,United States,0.147457093,0.298173686,NA,0.298173686,0.148540006,0.084842204,0.009174312,17.0212766,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,NA,52,No,Yes,After,2007,0,
delm,NA,"Hammerstrom, D",3284623,2007,"Pacific Northwest Grid Wise Test bed Demonstration Projects, Part1. Olympic Peninsula Project. Pacific Northwest National Laboratory Report Number PNNL- 17167, prepared for US Department of Energy under contract DE-AC05-76L01830.","This report describes the implementation and results of a field demonstration wherein residential
electric water heaters and thermostats, commercial building space conditioning, municipal water pump
loads, and several distributed generators were coordinated to manage constrained feeder electrical
distribution through the two-way communication of load status and electric price signals. The field
demonstration took place in Washington and Oregon and was paid for by the U.S. Department of Energy
and several northwest utilities. Price is found to be an effective control signal for managing transmission
or distribution congestion. Real-time signals at 5-minute intervals are shown to shift controlled load in
time. The behaviors of customers and their responses under fixed, time-of-use, and real-time price
contracts are compared. Peak loads are effectively reduced on the experimental feeder. A novel
application of portfolio theory is applied to the selection of an optimal mix of customer contract types.",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,NA,0,52,NA,['Web portal'],0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,['On demand'],52,NA,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,47,22,24,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),2,-1,"Washington and Oregon, USA",Municipal,NA,NA,89,22.93,1,t-test,Difference of means,Pre-test/post-test,NA,1,112,49,22,26,-999,400,0,single,,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,Washington and Oregon,United States,0.043569577,0.08722198,NA,0.08722198,0.043597178,0.083995331,0.009174312,-4.255319149,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,NA,52,No,Yes,After,2007,0,
delm,NA,"Hammerstrom, D",3284623,2007,"Pacific Northwest Grid Wise Test bed Demonstration Projects, Part1. Olympic Peninsula Project. Pacific Northwest National Laboratory Report Number PNNL- 17167, prepared for US Department of Energy under contract DE-AC05-76L01830.","This report describes the implementation and results of a field demonstration wherein residential
electric water heaters and thermostats, commercial building space conditioning, municipal water pump
loads, and several distributed generators were coordinated to manage constrained feeder electrical
distribution through the two-way communication of load status and electric price signals. The field
demonstration took place in Washington and Oregon and was paid for by the U.S. Department of Energy
and several northwest utilities. Price is found to be an effective control signal for managing transmission
or distribution congestion. Real-time signals at 5-minute intervals are shown to shift controlled load in
time. The behaviors of customers and their responses under fixed, time-of-use, and real-time price
contracts are compared. Peak loads are effectively reduced on the experimental feeder. A novel
application of portfolio theory is applied to the selection of an optimal mix of customer contract types.",0,NA,0,NA,NA,0,0,1,NA,0,1,0,0,NA,0,52,NA,['Web portal'],0,0,0,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,['On demand'],52,NA,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,47,22,24,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),0,-1,"Washington and Oregon states, USA",Municipal,NA,NA,89,25.106,1,t-test,Difference of means,Pre-test/post-test,NA,1,112,47,26,26,-999,401,0,single,,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,Washington and Oregon states,United States,0,0,NA,0,0,0.083916084,0.009174312,0,1,0,0,0,0,0,0,0,United States,MeansDifferences,PrePost,1,NA,52,No,Yes,After,2007,0,
khat,NA,"Haakana, M; Sillanpää, L; Talsi, M",3284642,1997,The effect of feedback and focused advice on household energy consumption,NA,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,16,0,32,0,['Mail'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['monthly'],16,NA,1,Household level,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-1,26,NA,actual control,0,0,0,0,1,0,0,0,Annual HH electricity consumption,4,-1,Finland,Country,NA,NA,7,NA,1,t-test,Difference of means,Control-treatment,1.672029,1,105,-5,NA,29,-999,199,0,single,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Finland,0.220247908,NA,0.451584968,0.451584968,0.223916641,0.074798197,0.009803922,NA,1,0,0,0,0,0,0,0,Europe excl. UK,MeansDifferences,Control-treatment,1,NA,32,Yes,Yes,Before,1997,0,
